HASH,CATEG,REPO,TIME
5684beec0d9246e2d493cc155d37413598a507a1,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/yaml/Pulumi.yaml,2023-11-28T05-58-57
0c373136041c94b1433fa6003de5e9a8ca556545,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/azure-python/Pulumi.yaml,2023-11-17T08-56-53
4352b007c0534f16039f3fd2f7a4a7055f21ac65,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/yaml/Pulumi.yaml,2023-11-10T13-22-09
ffb613224641726ac7589252ab009660882d5411,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/yaml/Pulumi.yaml,2023-11-09T10-36-01
651846479bba2ccd9dbc9c868a3c78f0e87ddd84,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/yaml/Pulumi.yaml,2023-11-09T08-57-34
5000b52a0d0786014275d9a69d347fd628276b43,BUGGY_COMMIT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/yaml/Pulumi.yaml,2023-10-17T15-12-36
0569d2291bdffec531a12d14b252c5d8a96dc29c,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/python/Pulumi.yaml,2023-09-11T21-32-10
978b995727d0281e928c5c309ff6601f848897f6,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/python/Pulumi.yaml,2023-09-08T15-08-38
85e3b6c29efe928c45b0b474f23fed1b6fc12ee6,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/python/Pulumi.yaml,2023-09-08T13-55-51
9658abe365fb1544dcec73aaab2da8485bb8bd5d,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/python/Pulumi.yaml,2023-09-08T12-40-16
68856b2325067193c9a3e5d04a76a9446e700775,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/yaml/Pulumi.yaml,2023-07-29T15-56-00
fa8b6bba0f19f6229a3a3116ddcaf8fc4be5ba63,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/kubernetes-azure-typescript/Pulumi.yaml,2023-05-24T14-54-46
f791d6a35bb896bc7e4e7f3c603ab2e7993b72f1,BUGGY_COMMIT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/javascript/Pulumi.yaml,2023-05-15T14-43-47
08fa87b805414e32dfce4478919fd0bd46c1e016,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/random-java/Pulumi.yaml,2023-05-05T14-17-36
c8934416bfed6284130461103ce40de11ba74ecb,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/random-typescript/Pulumi.yaml,2023-05-05T08-20-40
ed5e07a027b7a3a215d4488631408d513ead6886,BUGGY_COMMIT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/yaml/Pulumi.yaml,2023-04-20T17-50-38
fb1cef453471f0a161326f0a9de6483411454f88,BUGGY_COMMIT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/yaml/Pulumi.yaml,2023-03-24T08-16-53
47fa9054376fdf41c50acd33b793ce96ebb77103,CONDITIONAL_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/kubernetes-java/Pulumi.yaml,2023-03-10T05-35-51
9e0fa96ca3ff4680b706040ace6f4c208b1eca25,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/yaml/Pulumi.yaml,2023-02-19T09-44-14
940279fbc26bdd475f57872a80c70cd0c089210a,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/aws-scala/Pulumi.yaml,2023-02-03T09-08-54
280affdfc9d5872190c986b35972765d4b6cfade,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/aiven-python/Pulumi.yaml,2023-01-23T13-24-00
23b7f0377fe2219b2970b1188366571cd5c083d7,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/aiven-typescript/Pulumi.yaml,2023-01-19T16-04-24
755ec901f7f59847ee45230d65717cda94c4be90,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/yaml/Pulumi.yaml,2023-01-19T00-03-40
989d8b39a0e39c6a5e2fee80a349cbf6d1198205,BUGGY_COMMIT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/yaml/Pulumi.yaml,2023-01-13T00-56-33
ae60b7f3ca57c6f8b803e6ea2a1b3da6c3c2bee7,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/yaml/Pulumi.yaml,2022-12-13T14-07-02
a6bd9922fec43b843a9b190a82a65e14ed65487a,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/yaml/Pulumi.yaml,2022-11-28T17-02-01
8613c6f43a8953bec67eb9d3fecbb19e031636da,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/yaml/Pulumi.yaml,2022-11-28T11-41-02
8b6f0fe9a8afce517a40493bd204e7c07482da1d,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/yaml/Pulumi.yaml,2022-11-28T08-13-36
bd4e1328ddbb73c24f84c5525bb8cfd2827a4402,BUGGY_COMMIT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/yaml/Pulumi.yaml,2022-11-22T10-03-07
5efd887ce91678b585f4991d7476c3fb400bb7bb,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/yaml/Pulumi.yaml,2022-11-11T16-35-52
0ba00b9b5b5bece3b5b68a93df1044e38a498d29,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/kubernetes-gcp-go/Pulumi.yaml,2022-11-04T19-19-24
fce5b2a6b1bd660e992a1eaab23783fb6a2e1888,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/yaml/Pulumi.yaml,2022-11-01T19-14-53
793e6b353994f982572d583b54dbbed83b7b0677,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/vm-aws-typescript/Pulumi.yaml,2022-11-01T13-44-18
050a03ae8768335f32918a282a53d747cbbb861c,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/azure-python/Pulumi.yaml,2022-11-01T11-06-04
7a044acac969828cefc4ef34de7066ba1d965873,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/yaml/Pulumi.yaml,2022-11-01T07-56-47
6912336735a1739a90ff2ceab85a031d08bb56d9,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/yaml/Pulumi.yaml,2022-10-31T22-29-31
a7db0bca0bf9a1129b86322405e9af17797a0905,BUGGY_COMMIT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/yaml/Pulumi.yaml,2022-10-31T14-22-44
0e607ba53a17054367cc062db3c51d2b013c4244,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/container-gcp-go/Pulumi.yaml,2022-10-25T13-38-53
170ea1fdd7b15233dd7c9c18273b46072688ae91,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/gcp-csharp/Pulumi.yaml,2022-10-21T18-39-30
0d18c862d850d0470d0988ddd4939e0d5530bafa,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/kubernetes-aws-csharp/Pulumi.yaml,2022-10-20T19-53-15
b26e73af0cf9c453c8640ed6a40366ce440c6188,NO_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/azure-python/Pulumi.yaml,2022-10-20T19-39-11
2facf87b6293f3ad87dd6349099ceeaaf394a2ca,BUGGY_COMMIT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/kubernetes-gcp-go/Pulumi.yaml,2022-10-18T18-55-32
2facf87b6293f3ad87dd6349099ceeaaf394a2ca,DOC_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/kubernetes-gcp-go/Pulumi.yaml,2022-10-18T18-55-32
2facf87b6293f3ad87dd6349099ceeaaf394a2ca,SERVICE_RESOURCE_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/kubernetes-gcp-go/Pulumi.yaml,2022-10-18T18-55-32
2facf87b6293f3ad87dd6349099ceeaaf394a2ca,SYNTAX_DEFECT,/home/aluno/Documentos/go8-replication-tool/ACID/dataset/REPLICATION/124577647/kubernetes-gcp-go/Pulumi.yaml,2022-10-18T18-55-32
